difficulty,frontendQuestionId,title,category,acceptance_rate,topics
Hard,272,Closest Binary Search Tree Value II,Algorithms,60.19401222,"['Two Pointers', 'Stack', 'Tree', 'Depth-First Search', 'Binary Search Tree', 'Heap (Priority Queue)', 'Binary Tree']"
Hard,273,Integer to English Words,Algorithms,34.30890352,"['Math', 'String', 'Recursion']"
Medium,274,H-Index,Algorithms,40.17701043,"['Array', 'Sorting', 'Counting Sort']"
Medium,275,H-Index II,Algorithms,38.78233661,"['Array', 'Binary Search']"
Medium,276,Paint Fence,Algorithms,47.66507638,['Dynamic Programming']
Medium,277,Find the Celebrity,Algorithms,48.3760303,"['Two Pointers', 'Graph', 'Interactive']"
Easy,278,First Bad Version,Algorithms,45.79941747,"['Binary Search', 'Interactive']"
Medium,279,Perfect Squares,Algorithms,55.58919361,"['Math', 'Dynamic Programming', 'Breadth-First Search']"
Medium,280,Wiggle Sort,Algorithms,68.16769281,"['Array', 'Greedy', 'Sorting']"
Medium,281,Zigzag Iterator,Algorithms,65.59524635,"['Array', 'Design', 'Queue', 'Iterator']"
Hard,282,Expression Add Operators,Algorithms,41.48755823,"['Math', 'String', 'Backtracking']"
Easy,283,Move Zeroes,Algorithms,62.72924907,"['Array', 'Two Pointers']"
Medium,284,Peeking Iterator,Algorithms,60.25556453,"['Array', 'Design', 'Iterator']"
Medium,285,Inorder Successor in BST,Algorithms,50.61790762,"['Tree', 'Depth-First Search', 'Binary Search Tree', 'Binary Tree']"
Medium,286,Walls and Gates,Algorithms,62.8282185,"['Array', 'Breadth-First Search', 'Matrix']"
Medium,287,Find the Duplicate Number,Algorithms,62.65496227,"['Array', 'Two Pointers', 'Binary Search', 'Bit Manipulation']"
Medium,288,Unique Word Abbreviation,Algorithms,26.9944623,"['Array', 'Hash Table', 'String', 'Design']"
Medium,289,Game of Life,Algorithms,71.25993256,"['Array', 'Matrix', 'Simulation']"
Easy,290,Word Pattern,Algorithms,42.98343205,"['Hash Table', 'String']"
Medium,291,Word Pattern II,Algorithms,48.58891371,"['Hash Table', 'String', 'Backtracking']"
Easy,292,Nim Game,Algorithms,58.02174267,"['Math', 'Brainteaser', 'Game Theory']"
Easy,293,Flip Game,Algorithms,64.87284632,['String']
Medium,294,Flip Game II,Algorithms,52.20223764,"['Math', 'Dynamic Programming', 'Backtracking', 'Memoization', 'Game Theory']"
Hard,295,Find Median from Data Stream,Algorithms,53.13144993,"['Two Pointers', 'Design', 'Sorting', 'Heap (Priority Queue)', 'Data Stream']"
Hard,296,Best Meeting Point,Algorithms,61.24408276,"['Array', 'Math', 'Sorting', 'Matrix']"
Hard,297,Serialize and Deserialize Binary Tree,Algorithms,58.75168252,"['String', 'Tree', 'Depth-First Search', 'Breadth-First Search', 'Design', 'Binary Tree']"
Medium,298,Binary Tree Longest Consecutive Sequence,Algorithms,54.07332541,"['Tree', 'Depth-First Search', 'Binary Tree']"
Medium,299,Bulls and Cows,Algorithms,51.27258346,"['Hash Table', 'String', 'Counting']"
Medium,300,Longest Increasing Subsequence,Algorithms,57.57901324,"['Array', 'Binary Search', 'Dynamic Programming']"
Hard,301,Remove Invalid Parentheses,Algorithms,49.11838137,"['String', 'Backtracking', 'Breadth-First Search']"
Hard,302,Smallest Rectangle Enclosing Black Pixels,Algorithms,60.57382053,"['Array', 'Binary Search', 'Depth-First Search', 'Breadth-First Search', 'Matrix']"
Easy,303,Range Sum Query - Immutable,Algorithms,68.07736694,"['Array', 'Design', 'Prefix Sum']"
Medium,304,Range Sum Query 2D - Immutable,Algorithms,56.33371908,"['Array', 'Design', 'Matrix', 'Prefix Sum']"
Hard,305,Number of Islands II,Algorithms,40.08873084,"['Array', 'Hash Table', 'Union Find']"
Medium,306,Additive Number,Algorithms,32.45252917,"['String', 'Backtracking']"
Medium,307,Range Sum Query - Mutable,Algorithms,41.64344277,"['Array', 'Design', 'Binary Indexed Tree', 'Segment Tree']"
Medium,308,Range Sum Query 2D - Mutable,Algorithms,44.83409795,"['Array', 'Design', 'Binary Indexed Tree', 'Segment Tree', 'Matrix']"
Medium,309,Best Time to Buy and Sell Stock with Cooldown,Algorithms,60.14166515,"['Array', 'Dynamic Programming']"
Medium,310,Minimum Height Trees,Algorithms,41.95187126,"['Depth-First Search', 'Breadth-First Search', 'Graph', 'Topological Sort']"
Medium,311,Sparse Matrix Multiplication,Algorithms,68.88208481,"['Array', 'Hash Table', 'Matrix']"
Hard,312,Burst Balloons,Algorithms,61.01633625,"['Array', 'Dynamic Programming']"
Medium,313,Super Ugly Number,Algorithms,45.42999122,"['Array', 'Math', 'Dynamic Programming']"
Medium,314,Binary Tree Vertical Order Traversal,Algorithms,57.00254119,"['Hash Table', 'Tree', 'Depth-First Search', 'Breadth-First Search', 'Sorting', 'Binary Tree']"
Hard,315,Count of Smaller Numbers After Self,Algorithms,42.82759232,"['Array', 'Binary Search', 'Divide and Conquer', 'Binary Indexed Tree', 'Segment Tree', 'Merge Sort', 'Ordered Set']"
Medium,316,Remove Duplicate Letters,Algorithms,51.19924236,"['String', 'Stack', 'Greedy', 'Monotonic Stack']"
Hard,317,Shortest Distance from All Buildings,Algorithms,44.26175564,"['Array', 'Breadth-First Search', 'Matrix']"
Medium,318,Maximum Product of Word Lengths,Algorithms,60.48272366,"['Array', 'String', 'Bit Manipulation']"
Medium,319,Bulb Switcher,Algorithms,53.97147774,"['Math', 'Brainteaser']"
Medium,320,Generalized Abbreviation,Algorithms,60.0089058,"['String', 'Backtracking', 'Bit Manipulation']"
Hard,321,Create Maximum Number,Algorithms,32.25577506,"['Array', 'Two Pointers', 'Stack', 'Greedy', 'Monotonic Stack']"
Medium,322,Coin Change,Algorithms,46.25940463,"['Array', 'Dynamic Programming', 'Breadth-First Search']"
Medium,323,Number of Connected Components in an Undirected Graph,Algorithms,64.10761629,"['Depth-First Search', 'Breadth-First Search', 'Union Find', 'Graph']"
Medium,324,Wiggle Sort II,Algorithms,35.52765356,"['Array', 'Divide and Conquer', 'Greedy', 'Sorting', 'Quickselect']"
Medium,325,Maximum Size Subarray Sum Equals k,Algorithms,50.58020823,"['Array', 'Hash Table', 'Prefix Sum']"
Easy,326,Power of Three,Algorithms,47.89365201,"['Math', 'Recursion']"
Hard,327,Count of Range Sum,Algorithms,36.91187616,"['Array', 'Binary Search', 'Divide and Conquer', 'Binary Indexed Tree', 'Segment Tree', 'Merge Sort', 'Ordered Set']"
Medium,328,Odd Even Linked List,Algorithms,61.95256437,['Linked List']
Hard,329,Longest Increasing Path in a Matrix,Algorithms,55.19567339,"['Array', 'Dynamic Programming', 'Depth-First Search', 'Breadth-First Search', 'Graph', 'Topological Sort', 'Memoization', 'Matrix']"
Hard,330,Patching Array,Algorithms,53.44955172,"['Array', 'Greedy']"
Medium,331,Verify Preorder Serialization of a Binary Tree,Algorithms,46.0696383,"['String', 'Stack', 'Tree', 'Binary Tree']"
Hard,332,Reconstruct Itinerary,Algorithms,43.53439762,"['Depth-First Search', 'Graph', 'Eulerian Circuit']"
Medium,333,Largest BST Subtree,Algorithms,45.26045542,"['Dynamic Programming', 'Tree', 'Depth-First Search', 'Binary Search Tree', 'Binary Tree']"
Medium,334,Increasing Triplet Subsequence,Algorithms,39.13516225,"['Array', 'Greedy']"
Hard,335,Self Crossing,Algorithms,31.93411946,"['Array', 'Math', 'Geometry']"
Hard,336,Palindrome Pairs,Algorithms,36.15826065,"['Array', 'Hash Table', 'String', 'Trie']"
Medium,337,House Robber III,Algorithms,54.86296353,"['Dynamic Programming', 'Tree', 'Depth-First Search', 'Binary Tree']"
Easy,338,Counting Bits,Algorithms,79.61651962,"['Dynamic Programming', 'Bit Manipulation']"
Medium,339,Nested List Weight Sum,Algorithms,85.46070034,"['Depth-First Search', 'Breadth-First Search']"
Medium,340,Longest Substring with At Most K Distinct Characters,Algorithms,49.43292156,"['Hash Table', 'String', 'Sliding Window']"
Medium,341,Flatten Nested List Iterator,Algorithms,65.17913874,"['Stack', 'Tree', 'Depth-First Search', 'Design', 'Queue', 'Iterator']"
Easy,342,Power of Four,Algorithms,49.34496653,"['Math', 'Bit Manipulation', 'Recursion']"
Medium,343,Integer Break,Algorithms,61.06932605,"['Math', 'Dynamic Programming']"
Easy,344,Reverse String,Algorithms,79.66377842,"['Two Pointers', 'String']"
Easy,345,Reverse Vowels of a String,Algorithms,57.83144122,"['Two Pointers', 'String']"
Easy,346,Moving Average from Data Stream,Algorithms,79.86022126,"['Array', 'Design', 'Queue', 'Data Stream']"
Medium,347,Top K Frequent Elements,Algorithms,64.40407287,"['Array', 'Hash Table', 'Divide and Conquer', 'Sorting', 'Heap (Priority Queue)', 'Bucket Sort', 'Counting', 'Quickselect']"
Medium,348,Design Tic-Tac-Toe,Algorithms,58.56551639,"['Array', 'Hash Table', 'Design', 'Matrix', 'Simulation']"
Easy,349,Intersection of Two Arrays,Algorithms,76.32281471,"['Array', 'Hash Table', 'Two Pointers', 'Binary Search', 'Sorting']"
Easy,350,Intersection of Two Arrays II,Algorithms,59.00205395,"['Array', 'Hash Table', 'Two Pointers', 'Binary Search', 'Sorting']"
Medium,351,Android Unlock Patterns,Algorithms,53.30178676,"['Dynamic Programming', 'Backtracking', 'Bit Manipulation', 'Bitmask']"
Hard,352,Data Stream as Disjoint Intervals,Algorithms,59.46726138,"['Binary Search', 'Design', 'Ordered Set']"
Medium,353,Design Snake Game,Algorithms,39.60206588,"['Array', 'Hash Table', 'Design', 'Queue', 'Simulation']"
Hard,354,Russian Doll Envelopes,Algorithms,37.30080664,"['Array', 'Binary Search', 'Dynamic Programming', 'Sorting']"
Medium,355,Design Twitter,Algorithms,42.39444563,"['Hash Table', 'Linked List', 'Design', 'Heap (Priority Queue)']"
Medium,356,Line Reflection,Algorithms,35.94805024,"['Array', 'Hash Table', 'Math']"
Medium,357,Count Numbers with Unique Digits,,,
Hard,358,Rearrange String k Distance Apart,Algorithms,39.34369798,"['Hash Table', 'String', 'Greedy', 'Sorting', 'Heap (Priority Queue)', 'Counting']"
Easy,359,Logger Rate Limiter,Algorithms,76.57251641,"['Hash Table', 'Design', 'Data Stream']"
Medium,360,Sort Transformed Array,Algorithms,56.98224852,"['Array', 'Math', 'Two Pointers', 'Sorting']"
Medium,361,Bomb Enemy,Algorithms,52.38296637,"['Array', 'Dynamic Programming', 'Matrix']"
Medium,362,Design Hit Counter,Algorithms,69.14189994,"['Array', 'Binary Search', 'Design', 'Queue', 'Data Stream']"
Hard,363,Max Sum of Rectangle No Larger Than K,Algorithms,44.61745946,"['Array', 'Binary Search', 'Matrix', 'Prefix Sum', 'Ordered Set']"
Medium,364,Nested List Weight Sum II,Algorithms,65.44622524,"['Stack', 'Depth-First Search', 'Breadth-First Search']"
Medium,365,Water and Jug Problem,Algorithms,42.91722757,"['Math', 'Depth-First Search', 'Breadth-First Search']"
Medium,366,Find Leaves of Binary Tree,Algorithms,81.04352378,"['Tree', 'Depth-First Search', 'Binary Tree']"
Easy,367,Valid Perfect Square,Algorithms,44.14319958,"['Math', 'Binary Search']"
Medium,368,Largest Divisible Subset,Algorithms,48.76322517,"['Array', 'Math', 'Dynamic Programming', 'Sorting']"
Medium,369,Plus One Linked List,Algorithms,61.14199785,"['Linked List', 'Math']"
Medium,370,Range Addition,Algorithms,72.26535855,"['Array', 'Prefix Sum']"
Medium,371,Sum of Two Integers,Algorithms,53.5032355,"['Math', 'Bit Manipulation']"
Medium,372,Super Pow,Algorithms,35.42626179,"['Math', 'Divide and Conquer']"
Medium,373,Find K Pairs with Smallest Sums,Algorithms,40.6153635,"['Array', 'Heap (Priority Queue)']"
Easy,374,Guess Number Higher or Lower,Algorithms,55.59915117,"['Binary Search', 'Interactive']"
Medium,375,Guess Number Higher or Lower II,Algorithms,50.97175898,"['Math', 'Dynamic Programming', 'Game Theory']"
Medium,376,Wiggle Subsequence,Algorithms,48.8134201,"['Array', 'Dynamic Programming', 'Greedy']"
Medium,377,Combination Sum IV,Algorithms,54.6171606,"['Array', 'Dynamic Programming']"
Medium,378,Kth Smallest Element in a Sorted Matrix,Algorithms,63.45346908,"['Array', 'Binary Search', 'Sorting', 'Heap (Priority Queue)', 'Matrix']"
Medium,379,Design Phone Directory,Algorithms,52.3128773,"['Array', 'Hash Table', 'Linked List', 'Design', 'Queue']"
Medium,380,Insert Delete GetRandom O(1),Algorithms,54.9316639,"['Array', 'Hash Table', 'Math', 'Design', 'Randomized']"
Hard,381,Insert Delete GetRandom O(1) - Duplicates allowed,Algorithms,35.72381006,"['Array', 'Hash Table', 'Math', 'Design', 'Randomized']"
Medium,382,Linked List Random Node,Algorithms,63.90835495,"['Linked List', 'Math', 'Reservoir Sampling', 'Randomized']"
Easy,383,Ransom Note,Algorithms,64.34441356,"['Hash Table', 'String', 'Counting']"
Medium,384,Shuffle an Array,Algorithms,58.97071924,"['Array', 'Math', 'Design', 'Randomized']"
Medium,385,Mini Parser,Algorithms,39.99850487,"['String', 'Stack', 'Depth-First Search']"
Medium,386,Lexicographical Numbers,Algorithms,73.09392235,"['Depth-First Search', 'Trie']"
Easy,387,First Unique Character in a String,Algorithms,63.53647901,"['Hash Table', 'String', 'Queue', 'Counting']"
Medium,388,Longest Absolute File Path,Algorithms,48.29365873,"['String', 'Stack', 'Depth-First Search']"
Easy,389,Find the Difference,Algorithms,59.70212537,"['Hash Table', 'String', 'Bit Manipulation', 'Sorting']"
Medium,390,Elimination Game,Algorithms,44.74517252,"['Math', 'Recursion']"
Hard,391,Perfect Rectangle,Algorithms,35.05767869,"['Array', 'Line Sweep']"
Easy,392,Is Subsequence,Algorithms,48.32454681,"['Two Pointers', 'String', 'Dynamic Programming']"
Medium,393,UTF-8 Validation,Algorithms,45.48340469,"['Array', 'Bit Manipulation']"
Medium,394,Decode String,Algorithms,60.99507801,"['String', 'Stack', 'Recursion']"
Medium,395,Longest Substring with At Least K Repeating Characters,Algorithms,45.41416043,"['Hash Table', 'String', 'Divide and Conquer', 'Sliding Window']"
Medium,396,Rotate Function,Algorithms,43.8934259,"['Array', 'Math', 'Dynamic Programming']"
Medium,397,Integer Replacement,Algorithms,36.44443167,"['Dynamic Programming', 'Greedy', 'Bit Manipulation', 'Memoization']"
Medium,398,Random Pick Index,Algorithms,64.44663228,"['Hash Table', 'Math', 'Reservoir Sampling', 'Randomized']"
Medium,399,Evaluate Division,Algorithms,63.00642596,"['Array', 'String', 'Depth-First Search', 'Breadth-First Search', 'Union Find', 'Graph', 'Shortest Path']"
Medium,400,Nth Digit,Algorithms,35.59596038,"['Math', 'Binary Search']"
Easy,401,Binary Watch,Algorithms,56.37187295,"['Backtracking', 'Bit Manipulation']"
Medium,402,Remove K Digits,Algorithms,34.74051036,"['String', 'Stack', 'Greedy', 'Monotonic Stack']"
Hard,403,Frog Jump,Algorithms,46.49799093,"['Array', 'Dynamic Programming']"
Easy,404,Sum of Left Leaves,Algorithms,61.56454521,"['Tree', 'Depth-First Search', 'Breadth-First Search', 'Binary Tree']"
Easy,405,Convert a Number to Hexadecimal,Algorithms,50.69570565,"['Math', 'Bit Manipulation']"
Medium,406,Queue Reconstruction by Height,Algorithms,74.11549336,"['Array', 'Binary Indexed Tree', 'Segment Tree', 'Sorting']"
Hard,407,Trapping Rain Water II,Algorithms,58.77355794,"['Array', 'Breadth-First Search', 'Heap (Priority Queue)', 'Matrix']"
Easy,408,Valid Word Abbreviation,Algorithms,36.79685619,"['Two Pointers', 'String']"
Easy,409,Longest Palindrome,Algorithms,55.51833979,"['Hash Table', 'String', 'Greedy']"
Hard,410,Split Array Largest Sum,Algorithms,57.79752968,"['Array', 'Binary Search', 'Dynamic Programming', 'Greedy', 'Prefix Sum']"
Hard,411,Minimum Unique Word Abbreviation,Algorithms,40.11449279,"['Array', 'String', 'Backtracking', 'Bit Manipulation']"
Easy,412,Fizz Buzz,Algorithms,74.24257378,"['Math', 'String', 'Simulation']"
Medium,413,Arithmetic Slices,Algorithms,64.8269558,"['Array', 'Dynamic Programming', 'Sliding Window']"
Easy,414,Third Maximum Number,Algorithms,37.02588415,"['Array', 'Sorting']"
Easy,415,Add Strings,Algorithms,51.86827325,"['Math', 'String', 'Simulation']"
Medium,416,Partition Equal Subset Sum,Algorithms,48.28454166,"['Array', 'Dynamic Programming']"
Medium,417,Pacific Atlantic Water Flow,Algorithms,57.30326194,"['Array', 'Depth-First Search', 'Breadth-First Search', 'Matrix']"
Medium,418,Sentence Screen Fitting,Algorithms,36.33183875,"['Array', 'String', 'Dynamic Programming']"
Medium,419,Battleships in a Board,Algorithms,76.44585477,"['Array', 'Depth-First Search', 'Matrix']"
Hard,420,Strong Password Checker,Algorithms,14.54240695,"['String', 'Greedy', 'Heap (Priority Queue)']"
Medium,421,Maximum XOR of Two Numbers in an Array,Algorithms,53.17841513,"['Array', 'Hash Table', 'Bit Manipulation', 'Trie']"
Easy,422,Valid Word Square,Algorithms,41.95439613,"['Array', 'Matrix']"
Medium,423,Reconstruct Original Digits from English,Algorithms,51.55542062,"['Hash Table', 'Math', 'String']"
Medium,424,Longest Repeating Character Replacement,Algorithms,56.92548571,"['Hash Table', 'String', 'Sliding Window']"
Hard,425,Word Squares,Algorithms,53.9070438,"['Array', 'String', 'Backtracking', 'Trie']"
Medium,426,Convert Binary Search Tree to Sorted Doubly Linked List,Algorithms,65.45998235,"['Linked List', 'Stack', 'Tree', 'Depth-First Search', 'Binary Search Tree', 'Binary Tree', 'Doubly-Linked List']"
Medium,427,Construct Quad Tree,Algorithms,76.97542462,"['Array', 'Divide and Conquer', 'Tree', 'Matrix']"
Hard,428,Serialize and Deserialize N-ary Tree,Algorithms,68.20549192,"['String', 'Tree', 'Depth-First Search', 'Breadth-First Search']"
Medium,429,N-ary Tree Level Order Traversal,Algorithms,71.22040457,"['Tree', 'Breadth-First Search']"
Medium,430,Flatten a Multilevel Doubly Linked List,Algorithms,61.18225679,"['Linked List', 'Depth-First Search', 'Doubly-Linked List']"
Hard,431,Encode N-ary Tree to Binary Tree,Algorithms,80.08014127,"['Tree', 'Depth-First Search', 'Breadth-First Search', 'Design', 'Binary Tree']"
Hard,432,All O`one Data Structure,Algorithms,44.16051585,"['Hash Table', 'Linked List', 'Design', 'Doubly-Linked List']"
Medium,433,Minimum Genetic Mutation,Algorithms,55.32049389,"['Hash Table', 'String', 'Breadth-First Search']"
Easy,434,Number of Segments in a String,Algorithms,36.34266908,['String']
Medium,435,Non-overlapping Intervals,Algorithms,55.30745492,"['Array', 'Dynamic Programming', 'Greedy', 'Sorting']"
Medium,436,Find Right Interval,Algorithms,53.71709849,"['Array', 'Binary Search', 'Sorting']"
Medium,437,Path Sum III,Algorithms,46.06568751,"['Tree', 'Depth-First Search', 'Binary Tree']"
Medium,438,Find All Anagrams in a String,Algorithms,52.0827435,"['Hash Table', 'String', 'Sliding Window']"
Medium,439,Ternary Expression Parser,Algorithms,61.94217687,"['String', 'Stack', 'Recursion']"
Hard,440,K-th Smallest in Lexicographical Order,Algorithms,41.99771728,['Trie']
Easy,441,Arranging Coins,Algorithms,47.28342651,"['Math', 'Binary Search']"
Medium,442,Find All Duplicates in an Array,Algorithms,76.34636184,"['Array', 'Hash Table']"
Medium,443,String Compression,Algorithms,57.85440587,"['Two Pointers', 'String']"
Medium,444,Sequence Reconstruction,Algorithms,29.37703633,"['Array', 'Graph', 'Topological Sort']"
